1443714394277;56.17145383;10.18960098;115.0
1443714396268; ; ;
1443714432589; ; ;
1443714448270;56.17114296;10.19018672;107.0
1443714479274;56.1707023;10.18995327;96.0
1443714509538; ; ;
1443714517281;56.17026772;10.18971178;91.0
1443714548251;56.16981404;10.18958332;96.0
1443714585253;56.16937961;10.18930839;87.0
1443714615798; ; ;
1443714759252;56.1693031;10.1885047;91.0
1443714790252;56.16963051;10.1879458;93.0
1443714821252;56.16995012;10.18737507;102.0
1443714836586; ; ;
1443714856249;56.17040139;10.18734434;97.0
1443714866460; ; ;
1443714890297; ; ;
1443714928250;56.17079764;10.18773231;102.0
1443714961249;56.1712227;10.18799596;97.0
1443714987303; ; ;
1443715003262;56.17143709;10.18873151;105.0
1443715015247; ; ;
1443715036124; ; ;
