1443705224378;56.17145378;10.18947234;115.0
1443705227526; ; ;
1443705264609; ; ;
1443705276816;56.17123679;10.19018048;111.0
1443705308834;56.17078576;10.1900146;108.0
1443705339840;56.17034475;10.18980668;107.0
1443705342307; ; ;
1443705373835;56.1698999;10.18962142;105.0
1443705407844;56.16945633;10.18942574;101.0
1443705438851;56.16904106;10.18907347;101.0
1443705443837; ; ;
1443705482838;56.16935606;10.188479;102.0
1443705516837;56.16972561;10.18799332;101.0
1443705547846;56.17005159;10.18740855;105.0
1443705560000; ; ;
1443705594578; ; ;
1443705615449; ; ;
1443705630824;56.17049808;10.18761258;111.0
1443705666852;56.1709481;10.18776066;109.0
1443705699863;56.17134466;10.18817248;111.0
1443705711581; ; ;
1443705732819;56.17141208;10.18897669;111.0
1443705738828; ; ;
1443705760743; ; ;
