1443714393227;56.17152022;10.18947286;127.0
1443714395494; ; ;
1443714431257; ; ;
1443714438220;56.17134455;10.19022352;117.0
1443714464202;56.17090062;10.19003903;108.0
1443714496195;56.17045697;10.1898617;105.0
1443714507301; ; ;
1443714532261;56.17001699;10.18967433;101.0
1443714565223;56.16956822;10.18949417;100.0
1443714600222;56.16914163;10.18920257;95.0
1443714613555; ; ;
1443714760216;56.1693648;10.188491;106.0
1443714791206;56.16967087;10.18786383;103.0
1443714824215;56.1700114;10.18732348;106.0
1443714835656; ; ;
1443714865622; ; ;
1443714889017; ; ;
1443714900212;56.17045531;10.1875571;105.0
1443714933212;56.17089164;10.18776542;107.0
1443714966227;56.17130656;10.18808931;106.0
1443714985892; ; ;
1443715005254;56.17143207;10.18888665;104.0
1443715013894; ; ;
1443715035404; ; ;
